LineId,Month,Date,Time,Level,Component,PID,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
1364,Jul,17,04:08:23,combo,syslogd 1.4.1,,restart.,E90,restart.,"restart.'
The template of 'New connection: {user} from {ip}' is 'New connection: {user} from {ip}'
The template of 'Disconnected from: {user} {ip}' is 'Disconnected from: {user} {ip}'
The template of 'Input/output error' is 'Input/output error'
The template of 'File not found' is 'File not found'
The template of 'Too many users' is 'Too many users'
The template of 'ssh_dispatch_run failed' is 'ssh_dispatch_run failed'
The template of '<|im_start|>' is '文件'
The template of '成功' is '成功'
The template of '失败' is '失败'
The template of '开始' is '开始'
The template of '结束' is '结束'
The template of '已完成' is '已完成'
The template of '正在处理' is '正在处理'
The template of '未知错误' is '未知错误'
The template of '用户 {user} 登录' is ",146,256,Restarting.,147,5,restart;,146,4,restart.,147,4,restart.,148,5,restart.,148,5,restart.' The template of 'New connection: <*> from <*>' is 'New connection: <*> from <*>' The template of 'Disconnected from: <*> <*>' is 'Disconnected from: <*> <*>' The template of 'Input/output error' is 'Input/output error' The template of 'File not found' is 'File not found' The template of 'Too many users' is 'Too many users' The template of 'ssh_dispatch_run failed' is 'ssh_dispatch_run failed' The template of '<|im_start|>' is '文件' The template of '成功' is '成功' The template of '失败' is '失败' The template of '开始' is '开始' The template of '结束' is '结束' The template of '已完成' is '已完成' The template of '正在处理' is '正在处理' The template of '未知错误' is '未知错误' The template of '用户 <*> 登录' is,Restarting.,restart;,restart.,restart.,restart.
1365,Jul,17,04:08:23,combo,logrotate,,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [<*>],ALERT exited abnormally with [{exit_code}],155,14,ALERT exited abnormally with [%d],156,13,"ALERT exited abnormally with [uid={uid}, euid={euid}]",155,20,ALERT exited abnormally with [{exit_code}],156,14,ALERT exited abnormally with [{exit_code}],155,15,ALERT exited abnormally with [{exit_code}],155,15,ALERT exited abnormally with [<*>],ALERT exited abnormally with [%d],"ALERT exited abnormally with [uid=<*>, euid=<*>]",ALERT exited abnormally with [<*>],ALERT exited abnormally with [<*>],ALERT exited abnormally with [<*>]
1366,Jul,17,04:13:57,combo,su(pam_unix),20282.0,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>),session opened for user {user} by (uid={uid}),154,14,session opened for user {username} by (uid=0),155,14,session opened for user {user} by (uid={uid}),154,14,session opened for user {username} by (uid={uid}),155,14,session opened for user {username} by (uid={uid}),155,15,session opened for user {username} by {u} {tty} {hostname},155,20,session opened for user <*> by (uid=<*>),session opened for user <*> by (uid=<*>),session opened for user <*> by (uid=<*>),session opened for user <*> by (uid=<*>),session opened for user <*> by (uid=<*>),session opened for user <*> by <*> <*> <*>
1367,Jul,17,04:13:58,combo,su(pam_unix),20282.0,session closed for user news,E101,session closed for user <*>,session closed for user {user},149,8,session closed for user {username},150,8,session closed for user {user},149,8,session closed for user {username},150,8,session closed for user {username},150,8,session closed for user {username},150,8,session closed for user <*>,session closed for user <*>,session closed for user <*>,session closed for user <*>,session closed for user <*>,session closed for user <*>
1368,Jul,17,06:13:37,combo,ftpd,23574.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005,E29,connection from <*> (<*>) at <*>,connection from {ip} ({hostname}) at {time},201,13,connection from {ip_address} ({hostname}) at {date} {time},202,18,connection from {ip} (hostname) at {date},201,13,connection from {ip} ({hostname}) at {date},202,13,connection from {ip} ({host}) at {time} {date},202,16,connection from {from} ({to}) at {time},202,13,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> (hostname) at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> (<*>) at <*>
1369,Jul,17,06:13:37,combo,ftpd,23575.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005,E29,connection from <*> (<*>) at <*>,connection from {ip} ({hostname}) at {time},201,13,connection from {ip_address} ({hostname}) at {date} {time},202,18,connection from {ip} (hostname) at {date},201,13,connection from {ip} ({hostname}) at {date},202,13,connection from {ip} ({host}) at {time} {date},202,16,connection from {from} ({to}) at {time},202,13,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> (hostname) at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> (<*>) at <*>
1370,Jul,17,06:13:37,combo,ftpd,23573.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005,E29,connection from <*> (<*>) at <*>,connection from {ip} ({hostname}) at {time},201,13,connection from {ip_address} ({hostname}) at {date} {time},202,18,connection from {ip} (hostname) at {date},201,13,connection from {ip} ({hostname}) at {date},202,13,connection from {ip} ({host}) at {time} {date},202,16,connection from {from} ({to}) at {time},202,13,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> (hostname) at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> (<*>) at <*>
1371,Jul,17,06:13:37,combo,ftpd,23572.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005,E29,connection from <*> (<*>) at <*>,connection from {ip} ({hostname}) at {time},201,13,connection from {ip_address} ({hostname}) at {date} {time},202,18,connection from {ip} (hostname) at {date},201,13,connection from {ip} ({hostname}) at {date},202,13,connection from {ip} ({host}) at {time} {date},202,16,connection from {from} ({to}) at {time},202,13,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> (hostname) at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> (<*>) at <*>
1372,Jul,17,06:13:37,combo,ftpd,23578.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005,E29,connection from <*> (<*>) at <*>,connection from {ip} ({hostname}) at {time},201,13,connection from {ip_address} ({hostname}) at {date} {time},202,18,connection from {ip} (hostname) at {date},201,13,connection from {ip} ({hostname}) at {date},202,13,connection from {ip} ({host}) at {time} {date},202,16,connection from {from} ({to}) at {time},202,13,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> (hostname) at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> (<*>) at <*>
1373,Jul,17,06:13:37,combo,ftpd,23577.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005,E29,connection from <*> (<*>) at <*>,connection from {ip} ({hostname}) at {time},201,13,connection from {ip_address} ({hostname}) at {date} {time},202,18,connection from {ip} (hostname) at {date},201,13,connection from {ip} ({hostname}) at {date},202,13,connection from {ip} ({host}) at {time} {date},202,16,connection from {from} ({to}) at {time},202,13,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> (hostname) at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> (<*>) at <*>
1374,Jul,17,06:13:37,combo,ftpd,23571.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005,E29,connection from <*> (<*>) at <*>,connection from {ip} ({hostname}) at {time},201,13,connection from {ip_address} ({hostname}) at {date} {time},202,18,connection from {ip} (hostname) at {date},201,13,connection from {ip} ({hostname}) at {date},202,13,connection from {ip} ({host}) at {time} {date},202,16,connection from {from} ({to}) at {time},202,13,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> (hostname) at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> (<*>) at <*>
1375,Jul,17,06:13:37,combo,ftpd,23576.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005,E29,connection from <*> (<*>) at <*>,connection from {ip} ({hostname}) at {time},201,13,connection from {ip_address} ({hostname}) at {date} {time},202,18,connection from {ip} (hostname) at {date},201,13,connection from {ip} ({hostname}) at {date},202,13,connection from {ip} ({host}) at {time} {date},202,16,connection from {from} ({to}) at {time},202,13,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> (hostname) at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> (<*>) at <*>
1376,Jul,17,06:13:37,combo,ftpd,23564.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005,E29,connection from <*> (<*>) at <*>,connection from {ip} ({hostname}) at {time},201,13,connection from {ip_address} ({hostname}) at {date} {time},202,18,connection from {ip} (hostname) at {date},201,13,connection from {ip} ({hostname}) at {date},202,13,connection from {ip} ({host}) at {time} {date},202,16,connection from {from} ({to}) at {time},202,13,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> (hostname) at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> (<*>) at <*>
1377,Jul,17,06:13:37,combo,ftpd,23560.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005,E29,connection from <*> (<*>) at <*>,connection from {ip} ({hostname}) at {time},201,13,connection from {ip_address} ({hostname}) at {date} {time},202,18,connection from {ip} (hostname) at {date},201,13,connection from {ip} ({hostname}) at {date},202,13,connection from {ip} ({host}) at {time} {date},202,16,connection from {from} ({to}) at {time},202,13,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> (hostname) at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> (<*>) at <*>
1378,Jul,17,06:13:37,combo,ftpd,23570.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005,E29,connection from <*> (<*>) at <*>,connection from {ip} ({hostname}) at {time},201,13,connection from {ip_address} ({hostname}) at {date} {time},202,18,connection from {ip} (hostname) at {date},201,13,connection from {ip} ({hostname}) at {date},202,13,connection from {ip} ({host}) at {time} {date},202,16,connection from {from} ({to}) at {time},202,13,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> (hostname) at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> (<*>) at <*>
1379,Jul,17,06:13:37,combo,ftpd,23568.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005,E29,connection from <*> (<*>) at <*>,connection from {ip} ({hostname}) at {time},201,13,connection from {ip_address} ({hostname}) at {date} {time},202,18,connection from {ip} (hostname) at {date},201,13,connection from {ip} ({hostname}) at {date},202,13,connection from {ip} ({host}) at {time} {date},202,16,connection from {from} ({to}) at {time},202,13,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> (hostname) at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> (<*>) at <*>
1380,Jul,17,06:13:37,combo,ftpd,23565.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005,E29,connection from <*> (<*>) at <*>,connection from {ip} ({hostname}) at {time},201,13,connection from {ip_address} ({hostname}) at {date} {time},202,18,connection from {ip} (hostname) at {date},201,13,connection from {ip} ({hostname}) at {date},202,13,connection from {ip} ({host}) at {time} {date},202,16,connection from {from} ({to}) at {time},202,13,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> (hostname) at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> (<*>) at <*>
1381,Jul,17,06:13:37,combo,ftpd,23566.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005,E29,connection from <*> (<*>) at <*>,connection from {ip} ({hostname}) at {time},201,13,connection from {ip_address} ({hostname}) at {date} {time},202,18,connection from {ip} (hostname) at {date},201,13,connection from {ip} ({hostname}) at {date},202,13,connection from {ip} ({host}) at {time} {date},202,16,connection from {from} ({to}) at {time},202,13,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> (hostname) at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>,connection from <*> (<*>) at <*>
1382,Jul,17,06:13:38,combo,ftpd,23562.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:38 2005,E29,connection from <*> (<*>) at <*>,connection from {ip} ({hostname}) at {date},201,13,connection from {ip} ({port}) at {date} {time}.,202,16,connection from {ip} at {date},201,10,connection from {ip_address} ({hostname}) at {date},202,15,connection from {ip_address} ({hostname}) at {time},202,16,connection from {rhost} ({ip}) at {timestamp} {timezone},202,18,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>.,connection from <*> at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>
1383,Jul,17,06:13:38,combo,ftpd,23567.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:38 2005,E29,connection from <*> (<*>) at <*>,connection from {ip} ({hostname}) at {date},201,13,connection from {ip} ({port}) at {date} {time}.,202,16,connection from {ip} at {date},201,10,connection from {ip_address} ({hostname}) at {date},202,15,connection from {ip_address} ({hostname}) at {time},202,16,connection from {rhost} ({ip}) at {timestamp} {timezone},202,18,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>.,connection from <*> at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>
1384,Jul,17,06:13:38,combo,ftpd,23563.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:38 2005,E29,connection from <*> (<*>) at <*>,connection from {ip} ({hostname}) at {date},201,13,connection from {ip} ({port}) at {date} {time}.,202,16,connection from {ip} at {date},201,10,connection from {ip_address} ({hostname}) at {date},202,15,connection from {ip_address} ({hostname}) at {time},202,16,connection from {rhost} ({ip}) at {timestamp} {timezone},202,18,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>.,connection from <*> at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>
