LineId,Time,Component,Pid,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
1794,20171224-0:0:0:234,Step_StandStepDataManager,30002312,tryToReloadTodayBasicSteps1514044800223|3786|0|0,E71,<*>|<*>|<*>|<*>,tryToReloadTodayBasicSteps{int}|{int}|{int}|{int},125,22,tryToReloadTodayBasicSteps{timestamp} {int} {int} {int},128,24,tryToReloadTodayBasicSteps{int} {int} {int} {int},127,24,tryToReloadTodayBasicSteps{int}|{int}|{int}|{int},128,24,{string}|{int}|{int}|{int},123,13,{int}|{int}|{int}|{int},123,13,<*>|<*>|<*>|<*>,<*> <*> <*> <*>,<*> <*> <*> <*>,<*>|<*>|<*>|<*>,<*>|<*>|<*>|<*>,<*>|<*>|<*>|<*>
1795,20171224-0:0:0:234,Step_StandStepDataManager,30002312,reload : 3786 restar 0,E46,reload : <*> restar <*>,reload : {int} {str} {int},105,12,reload : {int} {string} {int},106,12,reload : {int} {string} {int},105,12,reload : {int} {string} {int},106,12,reload : {int} {string} {int},104,12,{int} {int} {int},104,10,reload : <*> <*> <*>,reload : <*> <*> <*>,reload : <*> <*> <*>,reload : <*> <*> <*>,reload : <*> <*> <*>,<*> <*> <*>
1796,20171224-0:0:0:234,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514044560000##7214##549659##8661##16256##33306763,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},148,32,getTodayTotalDetailSteps = {int} {int} {int} {int} {int} {int},150,28,getTodayTotalDetailSteps = {int}##{int}##{int}##{int}##{int}##{int},149,33,getTodayTotalDetailSteps = {long}{long}{long}{long}{long}{long},150,23,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},146,31,{time}##{id}##{name}##{status}##{result}##{count},146,24,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*> <*> <*> <*> <*> <*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,<*>#<*><*><*><*>#<*>
1797,20171224-0:0:0:234,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044740000##0##549659##8661##16256##33444553,E58,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},144,31,setTodayTotalDetailSteps=1514044740000##{long}##{int}##{int}##{int}##{int},146,43,setTodayTotalDetailSteps={str},145,12,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},146,32,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},142,30,{string} = {string} {string} {string} {string} {string} {string},142,23,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,<*> = <*> <*> <*> <*> <*> <*>
1798,20171224-0:0:0:235,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=0,E4,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories={int},105,13,calculateCaloriesWithCache totalCalories={int},106,13,calculateCaloriesWithCache totalCalories={int},105,13,calculateCaloriesWithCache totalCalories={int},106,13,calculateCaloriesWithCache totalCalories={int},103,12,calculateCaloriesWithCache totalCalories={int},103,12,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>
1799,20171224-0:0:0:235,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=0,E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude={int},105,13,calculateAltitudeWithCache totalAltitude={float},106,13,calculateAltitudeWithCache totalAltitude={int},105,13,calculateAltitudeWithCache totalAltitude={int},106,13,calculateAltitudeWithCache totalAltitude={int},103,12,{string} {int} = {int},103,11,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,<*> <*> = <*>
1800,20171224-0:0:0:236,Step_StandReportReceiver,30002312,REPORT : 0 0 0 0,E47,REPORT : <*> <*> <*> <*>,REPORT : {int} {int} {int} {int},105,16,REPORT : {int} {int} {int} {int},106,16,REPORT : {int} {int} {int} {int},105,16,"REPORT : {int} {int} {int} {int}'
""""""

def get_log_template(log):
    # Your code here
    placeholders = {}
    for char in log:
        if char == '{':
            start = log.index('{')
            end = log[start+1:].index('}') + start + 1
            placeholder = log[start+1:end]
            placeholders[placeholder] = None
    return placeholders",106,115,REPORT : {int} {int} {int} {int},104,16,REPORT : {int} {int} {int} {int},104,16,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>,"REPORT : <*> <*> <*> <*>' """""" def get_log_template(log): # Your code here placeholders = <*> for char in log: if char == '{': start = log.index('{') end = log[start+<*>:].index('}') + start + <*> placeholder = log[start+<*>:end] placeholders[placeholder] = None return placeholders",REPORT : <*> <*> <*> <*>,REPORT : <*> <*> <*> <*>
1801,20171224-0:0:0:237,Step_HGNH,30002312,next day:steps0mLastReport7214,E38,next day:<*>,next day:{str}LastReport{int},106,11,next day: steps{0m} Last Report {int},107,14,next day:{string}LastReport{int},106,11,next day:steps{int}LastReport{int},107,13,next day:steps{int}LastReport{int},105,13,{int}:steps0mLastReport{int},105,12,next day:<*>,next day: <*> Last Report <*>,next day:<*>,next day:<*>,next day:<*>,<*>
1802,20171224-0:0:0:237,Step_SPUtils,30002312,setGoalNotifiShownRecord 1514044800237 false,E57,setGoalNotifiShownRecord <*> <*>,setGoalNotifiShownRecord {long} {boolean},117,15,setGoalNotifiShownRecord {int} {bool},118,15,setGoalNotifiShownRecord {int} {boolean},117,15,setGoalNotifiShownRecord {int} {bool},118,15,setGoalNotifiShownRecord {int} {bool},116,15,setGoalNotifiShownRecord {date} {boolean},116,15,setGoalNotifiShownRecord <*> <*>,setGoalNotifiShownRecord <*> <*>,setGoalNotifiShownRecord <*> <*>,setGoalNotifiShownRecord <*> <*>,setGoalNotifiShownRecord <*> <*>,setGoalNotifiShownRecord <*> <*>
1803,20171224-0:0:0:240,Step_HGNH,30002312,closeNotification...,E10,closeNotification...,closeNotification...,96,4,closeNotification...,98,4,closeNotification...,97,4,closeNotification...,98,4,closeNotification...,98,7,closeNotification...,98,7,closeNotification...,closeNotification...,closeNotification...,closeNotification...,closeNotification...,closeNotification...
1804,20171224-0:0:0:240,Step_NotificationUtil,30002312,deleteHealthNotification(),E11,deleteHealthNotification(),deleteHealthNotification(),98,5,deleteHealthNotification(),100,6,deleteHealthNotification(),99,6,delete{string}(),100,6,{functionName}(),97,7,deleteHealthNotification({string}),97,8,deleteHealthNotification(),deleteHealthNotification(),deleteHealthNotification(),<*>(),<*>(),deleteHealthNotification(<*>)
1805,20171224-0:0:0:323,Step_LSC,30002312,onStandStepChanged 3786,E42,onStandStepChanged <*>,onStandStepChanged {int},103,8,onStandStepChanged : {int},104,9,onStandStepChanged {int},103,8,onStandStepChanged {int},104,8,onStandStepChanged {int},103,9,onStandStepChanged {int},103,9,onStandStepChanged <*>,onStandStepChanged : <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>
1806,20171224-0:0:0:329,Step_LSC,30002312,onExtend:1514044801000 0 0 0,E39,onExtend:<*> <*> <*> <*>,onExtend:{int} {int} {int} {int},117,16,onExtend: {int} {int} {int} {int},118,17,onExtend: {int} {int} {int} {int},117,17,onExtend:{int} {int} {int} {int},118,16,onExtend:{long} {int} {int} {int},116,17,onExtend:{int} {int} {int} {int},116,17,onExtend:<*> <*> <*> <*>,onExtend: <*> <*> <*> <*>,onExtend: <*> <*> <*> <*>,onExtend:<*> <*> <*> <*>,onExtend:<*> <*> <*> <*>,onExtend:<*> <*> <*> <*>
1807,20171224-0:0:0:624,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514044740000##0##549659##8661##16256##33444553,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},145,32,getTodayTotalDetailSteps = {long} {long} {long} {long} {long},147,25,getTodayTotalDetailSteps = {int}##{int}##{int}##{int}##{int}##{int},146,33,getTodayTotalDetailSteps = {int}##{int}##{int}##{int}##{int}##{int},147,33,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},143,31,getTodayTotalDetailSteps = {int} {int} {int} {int} {int} {int},143,26,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*> <*> <*> <*> <*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*> <*> <*> <*> <*> <*>
1808,20171224-0:0:0:624,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044740000##0##549659##8661##16256##33444943,E58,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},144,31,setTodayTotalDetailSteps= {long} {long} {long} {long} {long},146,25,setTodayTotalDetailSteps={string},145,12,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},146,32,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},142,30,setTodayTotalDetailSteps={time}##{totalCount}##{detailCount}##{detailCount}##{totalCount},142,30,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps= <*> <*> <*> <*> <*>,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*>#<*><*><*>#<*>
1809,20171224-0:0:0:628,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=0,E4,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories={int},105,13,calculateCaloriesWithCache totalCalories={int},106,13,calculateCaloriesWithCache totalCalories={int},105,13,calculateCaloriesWithCache totalCalories={int},106,13,calculateCaloriesWithCache totalCalories={int},103,12,calculateCaloriesWithCache totalCalories={int},103,12,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>
1810,20171224-0:0:0:628,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=0,E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude={int},105,13,calculateAltitudeWithCache totalAltitude={float},106,13,calculateAltitudeWithCache totalAltitude={int},105,13,calculateAltitudeWithCache totalAltitude={int},106,13,calculateAltitudeWithCache totalAltitude={int},103,12,{string} {int} = {int},103,11,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,<*> <*> = <*>
1811,20171224-0:0:5:137,Step_LSC,30002312,onStandStepChanged 3786,E42,onStandStepChanged <*>,onStandStepChanged {int},103,8,onStandStepChanged : {int},104,9,onStandStepChanged {int},103,8,onStandStepChanged {int},104,8,onStandStepChanged {int},103,9,onStandStepChanged {int},103,9,onStandStepChanged <*>,onStandStepChanged : <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>
1812,20171224-0:0:5:152,Step_LSC,30002312,onExtend:1514044805000 0 0 5,E39,onExtend:<*> <*> <*> <*>,onExtend:{long} {int} {int} {int},117,16,onExtend: {long} {boolean} {boolean} {int},118,17,onExtend : {int} {int} {int} {int},117,17,onExtend:{long} {int} {int} {int},118,16,onExtend:{long} {int} {int} {int},116,17,onExtend:{int} {int} {int} {int},116,17,onExtend:<*> <*> <*> <*>,onExtend: <*> <*> <*> <*>,onExtend : <*> <*> <*> <*>,onExtend:<*> <*> <*> <*>,onExtend:<*> <*> <*> <*>,onExtend:<*> <*> <*> <*>
1813,20171224-0:0:5:438,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514044740000##0##549659##8661##16256##33444943,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},145,32,getTodayTotalDetailSteps : {int} {int} {int} {int} {int} {int},147,28,getTodayTotalDetailSteps = {int}##{int}##{int}##{int}##{int},146,29,getTodayTotalDetailSteps = {int}##{int}##{int}##{int}##{int}##{int},147,33,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},143,31,{string} = {string} {string} {string} {string} {string} {string},143,23,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps : <*> <*> <*> <*> <*> <*>,getTodayTotalDetailSteps = <*>#<*><*><*>#<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,<*> = <*> <*> <*> <*> <*> <*>
1814,20171224-0:0:5:438,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044740000##0##549659##8661##16256##33449757,E58,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{long},144,31,setTodayTotalDetailSteps= {long} {long} {long} {long} {long},146,25,setTodayTotalDetailSteps={string},145,12,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},146,32,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{long},142,30,setTodayTotalDetailSteps={int} {int} {int} {int} {int} {int} {int},142,28,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps= <*> <*> <*> <*> <*>,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*> <*> <*> <*> <*> <*> <*>
1815,20171224-0:0:5:444,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=0,E4,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories={int},105,13,calculateCaloriesWithCache totalCalories={int},106,13,calculateCaloriesWithCache totalCalories={int},105,13,calculateCaloriesWithCache totalCalories={int},106,13,calculateCaloriesWithCache totalCalories={int},103,12,calculateCaloriesWithCache totalCalories={int},103,12,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>
1816,20171224-0:0:5:444,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=0,E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude={int},105,13,calculateAltitudeWithCache totalAltitude={float},106,13,calculateAltitudeWithCache totalAltitude={int},105,13,calculateAltitudeWithCache totalAltitude={int},106,13,calculateAltitudeWithCache totalAltitude={int},103,12,{string} {int} = {int},103,11,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,<*> <*> = <*>
1817,20171224-0:0:6:144,Step_LSC,30002312,onStandStepChanged 3786,E42,onStandStepChanged <*>,onStandStepChanged {int},103,8,onStandStepChanged : {int},104,9,onStandStepChanged {int},103,8,onStandStepChanged {int},104,8,onStandStepChanged {int},103,9,onStandStepChanged {int},103,9,onStandStepChanged <*>,onStandStepChanged : <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>,onStandStepChanged <*>
1818,20171224-0:0:6:149,Step_LSC,30002312,onExtend:1514044806000 0 0 0,E39,onExtend:<*> <*> <*> <*>,onExtend:{int} {int} {int} {int},117,16,onExtend: {int} {int} {int} {int},118,17,onExtend: {int} {int} {int} {int},117,17,onExtend:{long} {int} {int} {int},118,16,onExtend:{long} {int} {int} {int},116,17,onExtend:{int} {int} {int} {int},116,17,onExtend:<*> <*> <*> <*>,onExtend: <*> <*> <*> <*>,onExtend: <*> <*> <*> <*>,onExtend:<*> <*> <*> <*>,onExtend:<*> <*> <*> <*>,onExtend:<*> <*> <*> <*>
1819,20171224-0:0:6:445,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514044740000##0##549659##8661##16256##33449757,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},145,32,getTodayTotalDetailSteps = {int} {int} {int} {int} {int} {int},147,28,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int},146,29,getTodayTotalDetailSteps = {int}##{int}##{int}##{int}##{int}##{int},147,33,getTodayTotalDetailSteps = {long}##{int}##{int}##{int}##{int}##{int},143,31,getTodayTotalDetailSteps = {int} {int} {int} {int} {int} {int},143,26,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*> <*> <*> <*> <*> <*>,getTodayTotalDetailSteps = <*>#<*><*><*>#<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>,getTodayTotalDetailSteps = <*> <*> <*> <*> <*> <*>
1820,20171224-0:0:6:445,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044740000##0##549659##8661##16256##33450764,E58,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps={long}##{1}##{2}##{3}##{4}##{5},144,31,setTodayTotalDetailSteps= {long} {long} {long} {long} {long},146,25,setTodayTotalDetailSteps={string} {string} {string} {string},145,21,setTodayTotalDetailSteps={long}##{string}##{int}##{int}##{int}##{long},146,32,setTodayTotalDetailSteps={long}##{int}##{int}##{int}##{int}##{int},142,30,setTodayTotalDetailSteps={int} {int} {int} {int} {int} {int} {int},142,28,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps= <*> <*> <*> <*> <*>,setTodayTotalDetailSteps=<*> <*> <*> <*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>,setTodayTotalDetailSteps=<*> <*> <*> <*> <*> <*> <*>
1821,20171224-0:0:6:451,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=0,E4,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories={int},105,13,calculateCaloriesWithCache totalCalories={int},106,13,calculateCaloriesWithCache totalCalories={int},105,13,calculateCaloriesWithCache totalCalories={int},106,13,calculateCaloriesWithCache totalCalories={int},103,12,calculateCaloriesWithCache totalCalories={int},103,12,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=<*>
1822,20171224-0:0:6:451,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=0,E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude={int},105,13,calculateAltitudeWithCache totalAltitude={float},106,13,calculateAltitudeWithCache totalAltitude={int},105,13,calculateAltitudeWithCache totalAltitude={int},106,13,calculateAltitudeWithCache totalAltitude={int},103,12,{string} {int} = {int},103,11,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=<*>,<*> <*> = <*>
1823,20171224-0:1:0:154,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E44,processHandleBroadcastAction action:android.intent.action.TIME_TICK,process{str}action:{str},111,9,processHandleBroadcastAction action:{string},114,11,processHandleBroadcastAction action: {string},113,12,processHandleBroadcastAction action:{string},114,11,processHandleBroadcastAction action:{string},110,11,processHandleBroadcastAction action:{string},110,11,<*>,processHandleBroadcastAction action:<*>,processHandleBroadcastAction action: <*>,processHandleBroadcastAction action:<*>,processHandleBroadcastAction action:<*>,processHandleBroadcastAction action:<*>
